,Date,Trip_ID,Stop_Name,Latitude,Longitude,Visit_Time,Visit_Duration_Min,Travel_Next_Min,Day_Of_Week,Month,Hour,Is_Weekend,Traffic_Level,Stop_Encoded,Cluster,Stop_Frequency,Avg_Stop_Time,Daily_Visits,Route_Efficiency
D12,2026-02-13,TRP-1470,Mall 1,17.37,78.465,1900-01-01 08:30:00,54,42,Friday,February,8,0,2,17,2,39,29.71794871794872,1,1.255813953488372
D12,2026-02-15,TRP-1471,Pharmacy 2,17.405,78.495,1900-01-01 12:00:00,37,18,Sunday,February,12,1,1,32,4,33,26.454545454545453,1,1.9473684210526316
D12,2026-02-19,TRP-1472,Outlet 5,17.412,78.498,1900-01-01 15:45:00,37,12,Thursday,February,15,0,1,28,4,43,28.72093023255814,1,2.8461538461538463
D12,2026-02-23,TRP-1473,Market 2,17.385,78.508,1900-01-01 09:00:00,21,38,Monday,February,9,0,2,20,4,41,27.073170731707318,1,0.5384615384615384
D12,2026-02-28,TRP-1474,Store B,17.39,78.495,1900-01-01 08:00:00,35,39,Saturday,February,8,1,2,40,4,37,26.35135135135135,1,0.875
D12,2026-03-02,TRP-1475,Outlet 2,17.375,78.505,1900-01-01 12:00:00,14,16,Monday,March,12,0,1,25,4,34,26.205882352941178,1,0.8235294117647058
D12,2026-03-03,TRP-1476,Hotel A,17.388,78.492,1900-01-01 09:15:00,48,17,Tuesday,March,9,0,2,11,4,44,28.045454545454547,2,2.6666666666666665
D12,2026-03-04,TRP-1477,Store J,17.395,78.505,1900-01-01 15:15:00,20,20,Wednesday,March,15,0,1,48,4,34,28.352941176470587,1,0.9523809523809523
D12,2026-03-05,TRP-1478,Airport Gate,17.24,78.43,1900-01-01 08:00:00,48,10,Thursday,March,8,0,2,0,1,46,28.369565217391305,2,4.363636363636363
D12,2026-03-06,TRP-1479,Community Center,17.362,78.484,1900-01-01 12:45:00,33,14,Friday,March,12,0,1,6,2,33,26.363636363636363,1,2.2
D12,2026-03-13,TRP-1480,Airport Gate,17.24,78.43,1900-01-01 10:45:00,31,34,Friday,March,10,0,2,0,1,46,28.369565217391305,1,0.8857142857142857
D12,2026-03-18,TRP-1481,Outlet 1,17.385,78.49,1900-01-01 11:00:00,26,23,Wednesday,March,11,0,1,24,4,35,27.82857142857143,1,1.0833333333333333
D12,2026-03-22,TRP-1482,Hub North,17.45,78.54,1900-01-01 13:00:00,22,29,Sunday,March,13,1,1,14,0,53,27.39622641509434,1,0.7333333333333333
D12,2026-03-24,TRP-1483,Hotel A,17.388,78.492,1900-01-01 13:30:00,43,32,Tuesday,March,13,0,1,11,4,44,28.045454545454547,1,1.303030303030303
D12,2026-03-27,TRP-1484,Office A,17.38,78.475,1900-01-01 13:30:00,54,36,Friday,March,13,0,1,21,2,32,28.09375,1,1.4594594594594594
D12,2026-03-30,TRP-1485,Store I,17.43,78.52,1900-01-01 15:00:00,10,34,Monday,March,15,0,1,47,0,41,28.170731707317074,1,0.2857142857142857
D12,2026-04-01,TRP-1486,Tech Park 1,17.425,78.515,1900-01-01 08:45:00,35,30,Wednesday,April,8,0,2,49,0,35,24.485714285714284,1,1.1290322580645162
D12,2026-04-05,TRP-1487,Restaurant 1,17.402,78.502,1900-01-01 09:15:00,12,12,Sunday,April,9,1,2,34,4,32,30.96875,2,0.9230769230769231
D12,2026-04-06,TRP-1488,Hotel B,17.378,78.476,1900-01-01 12:00:00,50,24,Monday,April,12,0,1,12,2,40,25.2,1,2.0
D12,2026-04-09,TRP-1489,Outlet 2,17.375,78.505,1900-01-01 14:00:00,59,31,Thursday,April,14,0,1,25,4,34,26.205882352941178,1,1.84375
D12,2026-04-11,TRP-1490,Tech Park 1,17.425,78.515,1900-01-01 11:00:00,12,28,Saturday,April,11,1,1,49,0,35,24.485714285714284,1,0.41379310344827586
D12,2026-04-14,TRP-1491,Market 2,17.385,78.508,1900-01-01 14:15:00,26,39,Tuesday,April,14,0,1,20,4,41,27.073170731707318,1,0.65
D12,2026-04-18,TRP-1492,Mall 1,17.37,78.465,1900-01-01 14:15:00,31,44,Saturday,April,14,1,1,17,2,39,29.71794871794872,2,0.6888888888888889
D12,2026-04-20,TRP-1493,Hub West,17.395,78.43,1900-01-01 12:30:00,58,35,Monday,April,12,0,1,16,3,49,29.20408163265306,1,1.6111111111111112
D12,2026-04-23,TRP-1494,Bank A,17.388,78.482,1900-01-01 09:00:00,22,25,Thursday,April,9,0,2,1,4,36,27.166666666666668,1,0.8461538461538461
D12,2026-04-24,TRP-1495,Hub West,17.395,78.43,1900-01-01 14:00:00,28,45,Friday,April,14,0,1,16,3,49,29.20408163265306,1,0.6086956521739131
D12,2026-04-29,TRP-1496,Store B,17.39,78.495,1900-01-01 11:45:00,10,39,Wednesday,April,11,0,1,40,4,37,26.35135135135135,1,0.25
D12,2026-05-01,TRP-1497,School 1,17.372,78.468,1900-01-01 10:30:00,37,14,Friday,May,10,0,2,36,2,30,28.1,1,2.466666666666667
D12,2026-05-04,TRP-1498,Store I,17.43,78.52,1900-01-01 08:15:00,47,34,Monday,May,8,0,2,47,0,41,28.170731707317074,2,1.3428571428571427
D12,2026-05-07,TRP-1499,Store E,17.36,78.47,1900-01-01 11:15:00,23,22,Thursday,May,11,0,1,43,2,38,27.5,2,1.0
D12,2026-05-09,TRP-1500,Hotel A,17.388,78.492,1900-01-01 13:30:00,15,39,Saturday,May,13,1,1,11,4,44,28.045454545454547,1,0.375
D12,2026-05-11,TRP-1501,Pharmacy 2,17.405,78.495,1900-01-01 12:30:00,10,10,Monday,May,12,0,1,32,4,33,26.454545454545453,1,0.9090909090909091
D12,2026-05-15,TRP-1502,Store H,17.35,78.46,1900-01-01 15:45:00,35,41,Friday,May,15,0,1,46,2,39,25.41025641025641,1,0.8333333333333334
D12,2026-05-19,TRP-1503,Outlet 1,17.385,78.49,1900-01-01 13:45:00,34,36,Tuesday,May,13,0,1,24,4,35,27.82857142857143,2,0.918918918918919
D12,2026-05-21,TRP-1504,Store C,17.375,78.48,1900-01-01 14:00:00,29,30,Thursday,May,14,0,1,41,2,41,29.146341463414632,1,0.9354838709677419
D12,2026-05-25,TRP-1505,Store D,17.4,78.5,1900-01-01 12:00:00,25,22,Monday,May,12,0,1,42,4,50,29.36,1,1.0869565217391304
D12,2026-05-27,TRP-1506,Store E,17.36,78.47,1900-01-01 16:30:00,43,19,Wednesday,May,16,0,1,43,2,38,27.5,2,2.15
D12,2026-05-28,TRP-1507,Warehouse 2,17.34,78.45,1900-01-01 13:00:00,29,16,Thursday,May,13,0,1,52,2,30,24.766666666666666,1,1.7058823529411764
D12,2026-06-01,TRP-1508,Bus Terminal,17.384,78.456,1900-01-01 14:00:00,14,17,Monday,June,14,0,1,3,2,42,25.738095238095237,1,0.7777777777777778
D12,2026-06-02,TRP-1509,Bank A,17.388,78.482,1900-01-01 15:30:00,53,14,Tuesday,June,15,0,1,1,4,36,27.166666666666668,1,3.533333333333333
D12,2026-06-06,TRP-1510,Restaurant 2,17.362,78.462,1900-01-01 16:15:00,10,11,Saturday,June,16,1,1,35,2,38,24.55263157894737,1,0.8333333333333334
D12,2026-06-08,TRP-1511,Store E,17.36,78.47,1900-01-01 08:15:00,29,17,Monday,June,8,0,2,43,2,38,27.5,1,1.6111111111111112
D12,2026-06-13,TRP-1512,Store D,17.4,78.5,1900-01-01 10:30:00,44,20,Saturday,June,10,1,2,42,4,50,29.36,1,2.0952380952380953
D12,2026-06-14,TRP-1513,Tech Park 2,17.355,78.458,1900-01-01 16:15:00,41,41,Sunday,June,16,1,1,50,2,38,26.289473684210527,1,0.9761904761904762
D12,2026-06-16,TRP-1514,Clinic B,17.392,78.496,1900-01-01 10:00:00,47,18,Tuesday,June,10,0,2,5,4,39,28.384615384615383,1,2.473684210526316
D12,2026-06-18,TRP-1515,Store C,17.375,78.48,1900-01-01 11:45:00,53,16,Thursday,June,11,0,1,41,2,41,29.146341463414632,1,3.1176470588235294
D12,2026-06-23,TRP-1516,Hub North,17.45,78.54,1900-01-01 09:00:00,55,19,Tuesday,June,9,0,2,14,0,53,27.39622641509434,1,2.75
D12,2026-06-24,TRP-1517,Store E,17.36,78.47,1900-01-01 11:00:00,24,31,Wednesday,June,11,0,1,43,2,38,27.5,1,0.75
D12,2026-06-29,TRP-1518,Clinic B,17.392,78.496,1900-01-01 13:00:00,45,26,Monday,June,13,0,1,5,4,39,28.384615384615383,1,1.6666666666666667
D12,2026-07-02,TRP-1519,School 2,17.408,78.512,1900-01-01 09:30:00,13,13,Thursday,July,9,0,2,37,4,49,26.6734693877551,1,0.9285714285714286
D12,2026-07-03,TRP-1520,Store C,17.375,78.48,1900-01-01 13:45:00,33,45,Friday,July,13,0,1,41,2,41,29.146341463414632,1,0.717391304347826
D12,2026-07-04,TRP-1521,Railway Station,17.432,78.498,1900-01-01 13:45:00,10,10,Saturday,July,13,1,1,33,0,37,27.62162162162162,1,0.9090909090909091
D12,2026-07-14,TRP-1522,Store A,17.385,78.486,1900-01-01 11:00:00,15,26,Tuesday,July,11,0,1,39,4,38,28.526315789473685,1,0.5555555555555556
D12,2026-07-16,TRP-1523,Depot A,17.435,78.535,1900-01-01 16:45:00,19,37,Thursday,July,16,0,1,7,0,41,28.926829268292682,1,0.5
D12,2026-07-18,TRP-1524,School 1,17.372,78.468,1900-01-01 15:45:00,41,18,Saturday,July,15,1,1,36,2,30,28.1,1,2.1578947368421053
D12,2026-07-24,TRP-1525,Outlet 3,17.365,78.478,1900-01-01 12:15:00,26,18,Friday,July,12,0,1,26,2,29,24.620689655172413,1,1.368421052631579
D12,2026-07-25,TRP-1526,Store G,17.42,78.49,1900-01-01 09:15:00,48,28,Saturday,July,9,1,2,45,4,47,30.80851063829787,1,1.6551724137931034
D12,2026-07-27,TRP-1527,Community Center,17.362,78.484,1900-01-01 09:15:00,38,42,Monday,July,9,0,2,6,2,33,26.363636363636363,1,0.8837209302325582
D12,2026-07-29,TRP-1528,Depot A,17.435,78.535,1900-01-01 13:45:00,35,25,Wednesday,July,13,0,1,7,0,41,28.926829268292682,1,1.3461538461538463
D12,2026-07-31,TRP-1529,Bus Terminal,17.384,78.456,1900-01-01 08:00:00,45,29,Friday,July,8,0,2,3,2,42,25.738095238095237,1,1.5
D12,2026-08-02,TRP-1530,Depot A,17.435,78.535,1900-01-01 13:30:00,55,44,Sunday,August,13,1,1,7,0,41,28.926829268292682,1,1.2222222222222223
D12,2026-08-05,TRP-1531,Market 2,17.385,78.508,1900-01-01 14:45:00,18,44,Wednesday,August,14,0,1,20,4,41,27.073170731707318,1,0.4
D12,2026-08-09,TRP-1532,Clinic B,17.392,78.496,1900-01-01 14:00:00,58,26,Sunday,August,14,1,1,5,4,39,28.384615384615383,1,2.1481481481481484
D12,2026-08-11,TRP-1533,Depot B,17.345,78.455,1900-01-01 14:00:00,30,44,Tuesday,August,14,0,1,8,2,43,28.790697674418606,2,0.6666666666666666
D12,2026-08-12,TRP-1534,Store J,17.395,78.505,1900-01-01 12:30:00,21,26,Wednesday,August,12,0,1,48,4,34,28.352941176470587,1,0.7777777777777778
D12,2026-08-15,TRP-1535,Market 1,17.395,78.488,1900-01-01 13:45:00,16,33,Saturday,August,13,1,1,19,4,52,25.71153846153846,1,0.47058823529411764
D12,2026-08-18,TRP-1536,Tech Park 2,17.355,78.458,1900-01-01 08:15:00,60,29,Tuesday,August,8,0,2,50,2,38,26.289473684210527,1,2.0
D12,2026-08-20,TRP-1537,Warehouse 1,17.44,78.53,1900-01-01 08:15:00,15,20,Thursday,August,8,0,2,51,0,38,27.92105263157895,1,0.7142857142857143
D12,2026-08-26,TRP-1538,Park B,17.358,78.458,1900-01-01 08:30:00,49,21,Wednesday,August,8,0,2,30,2,33,24.484848484848484,1,2.227272727272727
D12,2026-08-29,TRP-1539,Market 2,17.385,78.508,1900-01-01 16:45:00,40,31,Saturday,August,16,1,1,20,4,41,27.073170731707318,1,1.25
D12,2026-08-31,TRP-1540,Store F,17.41,78.51,1900-01-01 10:45:00,60,39,Monday,August,10,0,2,44,4,31,24.774193548387096,1,1.5
D12,2026-09-06,TRP-1541,Outlet 4,17.398,78.472,1900-01-01 09:00:00,40,25,Sunday,September,9,1,2,27,4,35,27.114285714285714,2,1.5384615384615385
D12,2026-09-07,TRP-1542,Depot B,17.345,78.455,1900-01-01 10:00:00,54,41,Monday,September,10,0,2,8,2,43,28.790697674418606,1,1.2857142857142858
D12,2026-09-09,TRP-1543,Mall 2,17.425,78.525,1900-01-01 16:00:00,46,20,Wednesday,September,16,0,1,18,0,32,27.375,1,2.1904761904761907
D12,2026-09-14,TRP-1544,Store I,17.43,78.52,1900-01-01 16:30:00,60,13,Monday,September,16,0,1,47,0,41,28.170731707317074,2,4.285714285714286
D12,2026-09-19,TRP-1545,Depot B,17.345,78.455,1900-01-01 15:45:00,51,45,Saturday,September,15,1,1,8,2,43,28.790697674418606,1,1.108695652173913
D12,2026-09-20,TRP-1546,Pharmacy 1,17.375,78.472,1900-01-01 14:15:00,42,33,Sunday,September,14,1,1,31,2,24,27.541666666666668,1,1.2352941176470589
D12,2026-09-21,TRP-1547,Office B,17.405,78.515,1900-01-01 10:00:00,26,30,Monday,September,10,0,2,22,4,28,22.071428571428573,1,0.8387096774193549
D12,2026-09-24,TRP-1548,Mall 1,17.37,78.465,1900-01-01 15:30:00,26,28,Thursday,September,15,0,1,17,2,39,29.71794871794872,1,0.896551724137931
D12,2026-09-25,TRP-1549,School 1,17.372,78.468,1900-01-01 10:45:00,47,11,Friday,September,10,0,2,36,2,30,28.1,1,3.9166666666666665
D12,2026-09-27,TRP-1550,Railway Station,17.432,78.498,1900-01-01 10:15:00,32,13,Sunday,September,10,1,2,33,0,37,27.62162162162162,1,2.2857142857142856
D12,2026-09-28,TRP-1551,Store J,17.395,78.505,1900-01-01 13:45:00,19,23,Monday,September,13,0,1,48,4,34,28.352941176470587,1,0.7916666666666666
D12,2026-10-01,TRP-1552,Depot B,17.345,78.455,1900-01-01 16:00:00,17,22,Thursday,October,16,0,1,8,2,43,28.790697674418606,1,0.7391304347826086
D12,2026-10-02,TRP-1553,Store E,17.36,78.47,1900-01-01 14:15:00,59,19,Friday,October,14,0,1,43,2,38,27.5,1,2.95
D12,2026-10-03,TRP-1554,Tech Park 2,17.355,78.458,1900-01-01 10:00:00,58,28,Saturday,October,10,1,2,50,2,38,26.289473684210527,1,2.0
D12,2026-10-04,TRP-1555,Office A,17.38,78.475,1900-01-01 16:00:00,20,20,Sunday,October,16,1,1,21,2,32,28.09375,2,0.9523809523809523
D12,2026-10-06,TRP-1556,Park B,17.358,78.458,1900-01-01 08:45:00,52,29,Tuesday,October,8,0,2,30,2,33,24.484848484848484,2,1.7333333333333334
D12,2026-10-08,TRP-1557,Store G,17.42,78.49,1900-01-01 13:00:00,36,26,Thursday,October,13,0,1,45,4,47,30.80851063829787,1,1.3333333333333333
D12,2026-10-10,TRP-1558,Store B,17.39,78.495,1900-01-01 14:45:00,50,18,Saturday,October,14,1,1,40,4,37,26.35135135135135,1,2.6315789473684212
D12,2026-10-11,TRP-1559,Factory 2,17.32,78.43,1900-01-01 16:00:00,48,37,Sunday,October,16,1,1,10,1,40,27.15,1,1.263157894736842
D12,2026-10-24,TRP-1560,School 2,17.408,78.512,1900-01-01 10:45:00,50,21,Saturday,October,10,1,2,37,4,49,26.6734693877551,1,2.272727272727273
D12,2026-10-28,TRP-1561,Outlet 5,17.412,78.498,1900-01-01 10:00:00,59,22,Wednesday,October,10,0,2,28,4,43,28.72093023255814,1,2.5652173913043477
D12,2026-10-30,TRP-1562,Hotel A,17.388,78.492,1900-01-01 16:45:00,40,23,Friday,October,16,0,1,11,4,44,28.045454545454547,1,1.6666666666666667
D12,2026-11-01,TRP-1563,Warehouse 2,17.34,78.45,1900-01-01 08:45:00,31,26,Sunday,November,8,1,2,52,2,30,24.766666666666666,1,1.1481481481481481
D12,2026-11-02,TRP-1564,Mall 1,17.37,78.465,1900-01-01 12:45:00,59,33,Monday,November,12,0,1,17,2,39,29.71794871794872,1,1.7352941176470589
D12,2026-11-04,TRP-1565,Warehouse 2,17.34,78.45,1900-01-01 15:00:00,32,26,Wednesday,November,15,0,1,52,2,30,24.766666666666666,1,1.1851851851851851
D12,2026-11-09,TRP-1566,Bus Terminal,17.384,78.456,1900-01-01 09:45:00,48,41,Monday,November,9,0,2,3,2,42,25.738095238095237,1,1.1428571428571428
D12,2026-11-10,TRP-1567,School 2,17.408,78.512,1900-01-01 11:00:00,51,36,Tuesday,November,11,0,1,37,4,49,26.6734693877551,1,1.3783783783783783
D12,2026-11-14,TRP-1568,Store D,17.4,78.5,1900-01-01 16:30:00,13,33,Saturday,November,16,1,1,42,4,50,29.36,1,0.38235294117647056
D12,2026-11-17,TRP-1569,Office C,17.415,78.485,1900-01-01 09:30:00,14,13,Tuesday,November,9,0,2,23,4,34,27.852941176470587,1,1.0
D12,2026-11-19,TRP-1570,Restaurant 2,17.362,78.462,1900-01-01 12:45:00,27,18,Thursday,November,12,0,1,35,2,38,24.55263157894737,1,1.4210526315789473
D12,2026-11-20,TRP-1571,Restaurant 1,17.402,78.502,1900-01-01 12:30:00,17,45,Friday,November,12,0,1,34,4,32,30.96875,1,0.3695652173913043
D12,2026-11-23,TRP-1572,Railway Station,17.432,78.498,1900-01-01 12:30:00,33,22,Monday,November,12,0,1,33,0,37,27.62162162162162,2,1.434782608695652
D12,2026-11-28,TRP-1573,Hotel B,17.378,78.476,1900-01-01 11:15:00,35,26,Saturday,November,11,1,1,12,2,40,25.2,1,1.2962962962962963
D12,2026-12-02,TRP-1574,School 1,17.372,78.468,1900-01-01 16:30:00,32,16,Wednesday,December,16,0,1,36,2,30,28.1,1,1.8823529411764706
D12,2026-12-06,TRP-1575,Hub East,17.395,78.55,1900-01-01 12:30:00,48,26,Sunday,December,12,1,1,13,0,39,27.94871794871795,1,1.7777777777777777
D12,2026-12-07,TRP-1576,Outlet 2,17.375,78.505,1900-01-01 12:00:00,13,36,Monday,December,12,0,1,25,4,34,26.205882352941178,1,0.35135135135135137
D12,2026-12-10,TRP-1577,Hotel B,17.378,78.476,1900-01-01 12:30:00,59,17,Thursday,December,12,0,1,12,2,40,25.2,1,3.2777777777777777
D12,2026-12-11,TRP-1578,Store C,17.375,78.48,1900-01-01 10:30:00,53,44,Friday,December,10,0,2,41,2,41,29.146341463414632,1,1.1777777777777778
D12,2026-12-14,TRP-1579,Outlet 2,17.375,78.505,1900-01-01 15:15:00,38,39,Monday,December,15,0,1,25,4,34,26.205882352941178,1,0.95
D12,2026-12-16,TRP-1580,Park A,17.418,78.518,1900-01-01 10:30:00,40,37,Wednesday,December,10,0,2,29,0,29,26.79310344827586,1,1.0526315789473684
D12,2026-12-19,TRP-1581,Market 1,17.395,78.488,1900-01-01 10:30:00,38,10,Saturday,December,10,1,2,19,4,52,25.71153846153846,1,3.4545454545454546
D12,2026-12-20,TRP-1582,Hub North,17.45,78.54,1900-01-01 09:45:00,15,11,Sunday,December,9,1,2,14,0,53,27.39622641509434,1,1.25
D12,2026-12-21,TRP-1583,Hub East,17.395,78.55,1900-01-01 10:00:00,22,42,Monday,December,10,0,2,13,0,39,27.94871794871795,1,0.5116279069767442
D12,2026-12-23,TRP-1584,Bank B,17.398,78.498,1900-01-01 11:45:00,15,44,Wednesday,December,11,0,1,2,4,29,29.17241379310345,1,0.3333333333333333
D13,2026-01-05,TRP-1585,Bank B,17.398,78.498,1900-01-01 09:30:00,43,40,Monday,January,9,0,2,2,4,29,29.17241379310345,1,1.048780487804878
D13,2026-01-06,TRP-1586,Store C,17.375,78.48,1900-01-01 12:45:00,30,41,Tuesday,January,12,0,1,41,2,41,29.146341463414632,1,0.7142857142857143
D13,2026-01-07,TRP-1587,Outlet 5,17.412,78.498,1900-01-01 13:45:00,31,38,Wednesday,January,13,0,1,28,4,43,28.72093023255814,1,0.7948717948717948
D13,2026-01-11,TRP-1588,Hub East,17.395,78.55,1900-01-01 16:30:00,57,11,Sunday,January,16,1,1,13,0,39,27.94871794871795,1,4.75
D13,2026-01-12,TRP-1589,Hub South,17.33,78.44,1900-01-01 11:30:00,54,37,Monday,January,11,0,1,15,1,33,27.272727272727273,1,1.4210526315789473
D13,2026-01-18,TRP-1590,Mall 2,17.425,78.525,1900-01-01 16:30:00,60,36,Sunday,January,16,1,1,18,0,32,27.375,1,1.6216216216216217
D13,2026-01-19,TRP-1591,School 1,17.372,78.468,1900-01-01 09:15:00,33,14,Monday,January,9,0,2,36,2,30,28.1,1,2.2
D13,2026-01-20,TRP-1592,Hub West,17.395,78.43,1900-01-01 16:45:00,15,18,Tuesday,January,16,0,1,16,3,49,29.20408163265306,1,0.7894736842105263
D13,2026-01-24,TRP-1593,Restaurant 2,17.362,78.462,1900-01-01 12:15:00,19,23,Saturday,January,12,1,1,35,2,38,24.55263157894737,1,0.7916666666666666
D13,2026-01-28,TRP-1594,Factory 2,17.32,78.43,1900-01-01 14:00:00,12,31,Wednesday,January,14,0,1,10,1,40,27.15,1,0.375
D13,2026-01-31,TRP-1595,Airport Gate,17.24,78.43,1900-01-01 12:45:00,56,24,Saturday,January,12,1,1,0,1,46,28.369565217391305,1,2.24
D13,2026-02-02,TRP-1596,School 2,17.408,78.512,1900-01-01 15:45:00,46,13,Monday,February,15,0,1,37,4,49,26.6734693877551,1,3.2857142857142856
D13,2026-02-03,TRP-1597,Office B,17.405,78.515,1900-01-01 13:30:00,60,23,Tuesday,February,13,0,1,22,4,28,22.071428571428573,1,2.5
D13,2026-02-06,TRP-1598,Park A,17.418,78.518,1900-01-01 09:15:00,38,12,Friday,February,9,0,2,29,0,29,26.79310344827586,1,2.923076923076923
D13,2026-02-08,TRP-1599,Bank A,17.388,78.482,1900-01-01 16:00:00,56,24,Sunday,February,16,1,1,1,4,36,27.166666666666668,1,2.24
D13,2026-02-11,TRP-1600,Hub South,17.33,78.44,1900-01-01 16:30:00,25,10,Wednesday,February,16,0,1,15,1,33,27.272727272727273,1,2.272727272727273
D13,2026-02-12,TRP-1601,School 2,17.408,78.512,1900-01-01 15:00:00,60,28,Thursday,February,15,0,1,37,4,49,26.6734693877551,1,2.0689655172413794
D13,2026-02-13,TRP-1602,Mall 2,17.425,78.525,1900-01-01 15:00:00,46,35,Friday,February,15,0,1,18,0,32,27.375,1,1.2777777777777777
D13,2026-02-14,TRP-1603,Store I,17.43,78.52,1900-01-01 13:30:00,40,42,Saturday,February,13,1,1,47,0,41,28.170731707317074,1,0.9302325581395349
D13,2026-02-20,TRP-1604,Tech Park 2,17.355,78.458,1900-01-01 08:15:00,54,15,Friday,February,8,0,2,50,2,38,26.289473684210527,1,3.375
D13,2026-02-26,TRP-1605,Park B,17.358,78.458,1900-01-01 10:15:00,51,25,Thursday,February,10,0,2,30,2,33,24.484848484848484,1,1.9615384615384615
D13,2026-02-28,TRP-1606,Store H,17.35,78.46,1900-01-01 12:00:00,37,15,Saturday,February,12,1,1,46,2,39,25.41025641025641,1,2.3125
D13,2026-03-01,TRP-1607,Market 2,17.385,78.508,1900-01-01 10:30:00,43,14,Sunday,March,10,1,2,20,4,41,27.073170731707318,1,2.8666666666666667
D13,2026-03-03,TRP-1608,Bank A,17.388,78.482,1900-01-01 09:15:00,44,16,Tuesday,March,9,0,2,1,4,36,27.166666666666668,1,2.588235294117647
D13,2026-03-04,TRP-1609,Market 1,17.395,78.488,1900-01-01 16:45:00,51,31,Wednesday,March,16,0,1,19,4,52,25.71153846153846,2,1.59375
D13,2026-03-05,TRP-1610,Depot A,17.435,78.535,1900-01-01 13:45:00,29,43,Thursday,March,13,0,1,7,0,41,28.926829268292682,1,0.6590909090909091
D13,2026-03-08,TRP-1611,Factory 2,17.32,78.43,1900-01-01 16:00:00,19,17,Sunday,March,16,1,1,10,1,40,27.15,1,1.0555555555555556
D13,2026-03-09,TRP-1612,Store I,17.43,78.52,1900-01-01 13:15:00,19,37,Monday,March,13,0,1,47,0,41,28.170731707317074,1,0.5
D13,2026-03-12,TRP-1613,Store G,17.42,78.49,1900-01-01 12:45:00,49,45,Thursday,March,12,0,1,45,4,47,30.80851063829787,1,1.065217391304348
D13,2026-03-15,TRP-1614,Tech Park 2,17.355,78.458,1900-01-01 13:15:00,14,39,Sunday,March,13,1,1,50,2,38,26.289473684210527,1,0.35
D13,2026-03-21,TRP-1615,Store C,17.375,78.48,1900-01-01 14:15:00,14,19,Saturday,March,14,1,1,41,2,41,29.146341463414632,1,0.7
D13,2026-03-26,TRP-1616,Hub South,17.33,78.44,1900-01-01 11:15:00,28,23,Thursday,March,11,0,1,15,1,33,27.272727272727273,1,1.1666666666666667
D13,2026-03-27,TRP-1617,Hub North,17.45,78.54,1900-01-01 10:45:00,58,31,Friday,March,10,0,2,14,0,53,27.39622641509434,1,1.8125
D13,2026-04-01,TRP-1618,Depot B,17.345,78.455,1900-01-01 16:15:00,30,20,Wednesday,April,16,0,1,8,2,43,28.790697674418606,1,1.4285714285714286
D13,2026-04-03,TRP-1619,Bank B,17.398,78.498,1900-01-01 11:30:00,24,19,Friday,April,11,0,1,2,4,29,29.17241379310345,1,1.2
D13,2026-04-04,TRP-1620,Railway Station,17.432,78.498,1900-01-01 14:15:00,23,26,Saturday,April,14,1,1,33,0,37,27.62162162162162,2,0.8518518518518519
D13,2026-04-06,TRP-1621,Hub East,17.395,78.55,1900-01-01 13:15:00,47,44,Monday,April,13,0,1,13,0,39,27.94871794871795,1,1.0444444444444445
D13,2026-04-10,TRP-1622,Hub South,17.33,78.44,1900-01-01 11:45:00,17,33,Friday,April,11,0,1,15,1,33,27.272727272727273,1,0.5
D13,2026-04-15,TRP-1623,Bank A,17.388,78.482,1900-01-01 09:00:00,57,29,Wednesday,April,9,0,2,1,4,36,27.166666666666668,1,1.9
D13,2026-04-18,TRP-1624,Hotel B,17.378,78.476,1900-01-01 14:45:00,15,38,Saturday,April,14,1,1,12,2,40,25.2,1,0.38461538461538464
D13,2026-04-19,TRP-1625,Warehouse 2,17.34,78.45,1900-01-01 10:00:00,19,15,Sunday,April,10,1,2,52,2,30,24.766666666666666,1,1.1875
D13,2026-04-20,TRP-1626,Warehouse 2,17.34,78.45,1900-01-01 14:15:00,35,11,Monday,April,14,0,1,52,2,30,24.766666666666666,1,2.9166666666666665
D13,2026-04-27,TRP-1627,Restaurant 1,17.402,78.502,1900-01-01 09:15:00,43,39,Monday,April,9,0,2,34,4,32,30.96875,1,1.075
D13,2026-04-30,TRP-1628,Pharmacy 2,17.405,78.495,1900-01-01 14:30:00,23,19,Thursday,April,14,0,1,32,4,33,26.454545454545453,1,1.15
D13,2026-05-01,TRP-1629,Warehouse 1,17.44,78.53,1900-01-01 16:45:00,51,23,Friday,May,16,0,1,51,0,38,27.92105263157895,1,2.125
D13,2026-05-05,TRP-1630,Restaurant 1,17.402,78.502,1900-01-01 13:00:00,22,18,Tuesday,May,13,0,1,34,4,32,30.96875,3,1.1578947368421053
D13,2026-05-06,TRP-1631,Store J,17.395,78.505,1900-01-01 11:45:00,37,44,Wednesday,May,11,0,1,48,4,34,28.352941176470587,1,0.8222222222222222
D13,2026-05-08,TRP-1632,Shopping Center,17.445,78.527,1900-01-01 16:45:00,33,35,Friday,May,16,0,1,38,0,39,29.94871794871795,1,0.9166666666666666
D13,2026-05-09,TRP-1633,Outlet 5,17.412,78.498,1900-01-01 16:45:00,53,41,Saturday,May,16,1,1,28,4,43,28.72093023255814,1,1.2619047619047619
D13,2026-05-13,TRP-1634,Hotel A,17.388,78.492,1900-01-01 16:15:00,46,14,Wednesday,May,16,0,1,11,4,44,28.045454545454547,1,3.066666666666667
D13,2026-05-15,TRP-1635,Warehouse 1,17.44,78.53,1900-01-01 16:45:00,18,30,Friday,May,16,0,1,51,0,38,27.92105263157895,2,0.5806451612903226
